"ID";"Sex";"Age";"Periods";"k_11Tuberculosis_3";"k_12CerebrospinalInfection_4";"k_13ViralHepatitis_5";"k_14AIDS_6";"k_15OtherInfectAndParasiticDiseases_7";"k_61Meningitis_40";"TotalDiseasesOfTheRespiratorySystem_50";"k_81Influenza_51";"k_82Pneumonia_52";"TotalCongenitalAnomalies_72";"k_151OfTheNervousSystem_73";"k_152OfTheCirculatorySystem_74";"k_181ConfirmedCOVID19_94"
"2811";"3000   ";"71600";"1953JJ00";"      35";"       0";"       3";"";"      23";"       3";"     575";"     156";"     225";"       2";"       0";"       0";""
"2812";"3000   ";"71600";"1954JJ00";"      39";"       0";"       2";"";"      26";"       0";"     400";"      38";"     175";"       3";"       0";"       2";""
"2813";"3000   ";"71600";"1955JJ00";"      37";"       0";"       4";"";"      26";"       4";"     469";"      53";"     196";"       5";"       0";"       2";""
"2814";"3000   ";"71600";"1956JJ00";"      39";"       0";"       2";"";"      21";"       1";"     517";"      96";"     209";"       1";"       0";"       0";""
"2815";"3000   ";"71600";"1957JJ00";"      22";"       0";"       1";"";"      29";"       1";"     435";"      66";"     150";"       2";"       0";"       0";""
"2816";"3000   ";"71600";"1958JJ00";"      27";"       0";"       2";"";"      22";"       2";"     484";"      66";"     181";"       2";"       0";"       0";""
"2817";"3000   ";"71600";"1959JJ00";"      26";"       0";"       2";"";"      27";"       2";"     569";"      74";"     221";"       4";"       0";"       1";""
"2818";"3000   ";"71600";"1960JJ00";"      19";"       0";"       0";"";"      27";"       1";"     629";"     146";"     193";"       1";"       0";"       1";""
"2819";"3000   ";"71600";"1961JJ00";"      23";"       0";"       3";"";"      25";"       1";"     425";"      21";"     144";"       1";"       0";"       1";""
"2820";"3000   ";"71600";"1962JJ00";"      21";"       0";"       1";"";"      19";"       2";"     485";"      78";"     129";"       7";"       0";"       1";""
"2821";"3000   ";"71600";"1963JJ00";"      17";"       0";"       1";"";"      17";"       1";"     599";"      91";"     166";"       4";"       0";"       3";""
"2822";"3000   ";"71600";"1964JJ00";"      21";"       0";"       0";"";"      27";"       0";"     431";"      16";"     123";"       3";"       1";"       1";""
"2823";"3000   ";"71600";"1965JJ00";"      23";"       0";"       0";"";"      26";"       5";"     524";"      25";"     145";"       5";"       0";"       1";""
"2824";"3000   ";"71600";"1966JJ00";"      22";"       0";"       2";"";"      17";"       0";"     592";"      53";"     164";"       2";"       0";"       1";""
"2825";"3000   ";"71600";"1967JJ00";"      13";"       1";"       0";"";"      20";"       3";"     517";"      14";"     109";"       9";"       0";"       3";""
"2826";"3000   ";"71600";"1968JJ00";"      15";"       0";"       2";"";"      18";"       4";"     649";"      69";"     136";"       3";"       0";"       0";""
"2827";"3000   ";"71600";"1969JJ00";"       6";"       0";"       2";"";"      40";"       2";"     784";"      67";"     237";"       7";"       0";"       1";""
"2828";"3000   ";"71600";"1970JJ00";"      15";"       0";"       0";"";"      30";"       5";"     857";"      95";"     300";"       5";"       0";"       0";""
"2829";"3000   ";"71600";"1971JJ00";"      17";"       0";"       3";"";"      34";"       5";"     741";"      20";"     245";"       4";"       0";"       2";""
"2830";"3000   ";"71600";"1972JJ00";"      18";"       0";"       0";"";"      30";"       0";"     815";"      53";"     275";"       5";"       1";"       1";""
"2831";"3000   ";"71600";"1973JJ00";"      18";"       0";"       0";"";"      13";"       3";"     919";"      82";"     307";"       5";"       0";"       3";""
"2832";"3000   ";"71600";"1974JJ00";"      20";"       0";"       0";"";"      25";"       3";"     739";"      15";"     194";"       6";"       0";"       5";""
"2833";"3000   ";"71600";"1975JJ00";"      18";"       0";"       0";"";"      42";"       7";"     872";"      61";"     180";"       1";"       0";"       0";""
"2834";"3000   ";"71600";"1976JJ00";"      17";"       0";"       0";"";"      20";"       4";"     854";"      74";"     153";"       3";"       0";"       1";""
"2835";"3000   ";"71600";"1977JJ00";"      12";"       0";"       1";"";"      27";"       2";"     813";"      22";"     191";"       3";"       0";"       2";""
"2836";"3000   ";"71600";"1978JJ00";"      16";"       0";"       0";"";"      33";"       1";"     989";"      36";"     245";"       4";"       0";"       1";""
"2837";"3000   ";"71600";"1979JJ00";"      20";"       0";"       1";"       0";"      18";"       4";"     851";"       7";"     179";"       1";"       0";"       0";""
"2838";"3000   ";"71600";"1980JJ00";"      20";"       0";"       0";"       0";"      24";"       3";"     879";"       3";"     188";"       5";"       0";"       0";""
"2839";"3000   ";"71600";"1981JJ00";"      16";"       0";"       0";"       0";"      22";"       2";"     871";"       5";"     196";"       8";"       0";"       1";""
"2840";"3000   ";"71600";"1982JJ00";"      19";"       0";"       0";"       0";"      34";"       2";"     941";"      10";"     225";"       3";"       0";"       1";""
"2841";"3000   ";"71600";"1983JJ00";"      20";"       1";"       0";"       0";"      30";"       2";"    1033";"      10";"     220";"       7";"       0";"       0";""
"2842";"3000   ";"71600";"1984JJ00";"      23";"       1";"       0";"       0";"      34";"       2";"    1083";"      14";"     212";"       3";"       0";"       0";""
"2843";"3000   ";"71600";"1985JJ00";"      16";"       0";"       1";"       0";"      22";"       5";"    1071";"      15";"     215";"       7";"       0";"       0";""
"2844";"3000   ";"71600";"1986JJ00";"      16";"       0";"       0";"       0";"      27";"       5";"    1209";"      31";"     205";"       2";"       0";"       1";""
"2845";"3000   ";"71600";"1987JJ00";"      17";"       0";"       1";"       0";"      32";"       5";"    1064";"       9";"     170";"       4";"       1";"       0";""
"2846";"3000   ";"71600";"1988JJ00";"      23";"       0";"       1";"       0";"      28";"       6";"    1111";"       5";"     168";"       2";"       0";"       0";""
"2847";"3000   ";"71600";"1989JJ00";"      20";"       0";"       0";"       0";"      47";"       5";"    1338";"      30";"     189";"       2";"       0";"       1";""
"2848";"3000   ";"71600";"1990JJ00";"      13";"       0";"       0";"       1";"      41";"       4";"    1283";"      14";"     200";"       1";"       0";"       0";""
"2849";"3000   ";"71600";"1991JJ00";"      13";"       0";"       1";"       0";"      49";"       1";"    1309";"      11";"     221";"       2";"       0";"       1";""
"2850";"3000   ";"71600";"1992JJ00";"      19";"       1";"       0";"       0";"      50";"       4";"    1269";"       9";"     248";"       1";"       0";"       0";""
"2851";"3000   ";"71600";"1993JJ00";"      27";"       0";"       0";"       0";"      75";"       3";"    1460";"      30";"     344";"       0";"       0";"       0";""
"2852";"3000   ";"71600";"1994JJ00";"      16";"       0";"       0";"       0";"      60";"       3";"    1255";"       9";"     340";"       2";"       0";"       1";""
"2853";"3000   ";"71600";"1995JJ00";"      15";"       1";"       0";"       1";"      69";"       6";"    1344";"      17";"     331";"       2";"       0";"       0";""
"2854";"3000   ";"71600";"1996JJ00";"      14";"       0";"       3";"       1";"      80";"       3";"    1460";"       7";"     391";"       2";"       0";"       1";""
"2855";"3000   ";"71600";"1997JJ00";"      18";"       0";"       1";"       0";"      96";"       4";"    1391";"       9";"     385";"       0";"       0";"       0";""
"2856";"3000   ";"71600";"1998JJ00";"      17";"       0";"       5";"       0";"      84";"       2";"    1561";"      11";"     418";"       4";"       0";"       0";""
"2857";"3000   ";"71600";"1999JJ00";"      14";"       0";"       2";"       0";"     105";"       3";"    1560";"      20";"     456";"       5";"       0";"       2";""
"2858";"3000   ";"71600";"2000JJ00";"      13";"       0";"       2";"       1";"     100";"       7";"    1638";"      17";"     500";"       4";"       0";"       3";""
"2859";"3000   ";"71600";"2001JJ00";"       4";"       1";"       7";"       1";"     103";"       6";"    1499";"       5";"     418";"       0";"       0";"       0";""
"2860";"3000   ";"71600";"2002JJ00";"      13";"       0";"       3";"       0";"     123";"       4";"    1447";"       8";"     371";"       1";"       0";"       0";""
"2861";"3000   ";"71600";"2003JJ00";"       5";"       0";"       4";"       0";"     136";"       2";"    1423";"      11";"     403";"       0";"       0";"       0";""
"2862";"3000   ";"71600";"2004JJ00";"       8";"       0";"       6";"       0";"     123";"       4";"    1294";"       7";"     361";"       4";"       0";"       1";""
"2863";"3000   ";"71600";"2005JJ00";"       8";"       0";"       2";"       0";"     136";"       3";"    1421";"      19";"     383";"       3";"       0";"       2";""
"2864";"3000   ";"71600";"2006JJ00";"       6";"       0";"       4";"       0";"     115";"       8";"    1350";"       6";"     371";"       1";"       0";"       0";""
"2865";"3000   ";"71600";"2007JJ00";"       4";"       0";"       2";"       1";"     136";"       9";"    1301";"       6";"     390";"       4";"       0";"       3";""
"2866";"3000   ";"71600";"2008JJ00";"       5";"       1";"       1";"       2";"     134";"       5";"    1334";"       2";"     395";"       3";"       0";"       0";""
"2867";"3000   ";"71600";"2009JJ00";"       7";"       0";"       4";"       1";"     150";"       8";"    1278";"       7";"     397";"       1";"       0";"       1";""
"2868";"3000   ";"71600";"2010JJ00";"      12";"       1";"       4";"       1";"     162";"       7";"    1237";"       0";"     354";"       1";"       0";"       1";""
"2869";"3000   ";"71600";"2011JJ00";"       1";"       0";"       4";"       1";"     157";"       7";"    1157";"       2";"     298";"       2";"       0";"       2";""
"2870";"3000   ";"71600";"2012JJ00";"       3";"       0";"       2";"       3";"     153";"       4";"    1149";"       6";"     306";"       1";"       0";"       0";""
"2871";"3000   ";"71600";"2013JJ00";"       0";"       0";"       1";"       3";"     225";"       2";"    1003";"       9";"     172";"       2";"       1";"       0";""
"2872";"3000   ";"71600";"2014JJ00";"       0";"       0";"       1";"       1";"     232";"       3";"     803";"       3";"     162";"       5";"       0";"       1";""
"2873";"3000   ";"71600";"2015JJ00";"       2";"       0";"       4";"       0";"     246";"       3";"    1029";"      20";"     173";"       1";"       0";"       0";""
"2874";"3000   ";"71600";"2016JJ00";"       0";"       0";"       4";"       1";"     165";"       3";"     959";"      21";"     150";"       3";"       0";"       1";""
"2875";"3000   ";"71600";"2017JJ00";"       3";"       0";"       3";"       1";"     198";"       2";"     977";"      23";"     168";"       5";"       0";"       3";""
"2876";"3000   ";"71600";"2018JJ00";"       1";"       1";"       0";"       2";"     197";"       7";"    1031";"      78";"     156";"       7";"       2";"       1";""
"2877";"3000   ";"71600";"2019JJ00";"       3";"       0";"       1";"       1";"     225";"       2";"     924";"      26";"     172";"       8";"       0";"       3";""
"2878";"3000   ";"71600";"2020JJ00";"       2";"       0";"       2";"       2";"     209";"       4";"     854";"      18";"     144";"       1";"       1";"       0";"    1678"
"2879";"3000   ";"71600";"2021JJ00";"       2";"       0";"       2";"       0";"     202";"       4";"     886";"       2";"     152";"       7";"       1";"       2";"    1886"
"2880";"3000   ";"71700";"1950JJ00";"      22";"       0";"       1";"";"      12";"       0";"     377";"      42";"     196";"       0";"       0";"       0";""
"2881";"3000   ";"71700";"1951JJ00";"      33";"       0";"       3";"";"      13";"       0";"     520";"     136";"     202";"       0";"       0";"       0";""
"2882";"3000   ";"71700";"1952JJ00";"      20";"       0";"       1";"";"       9";"       0";"     408";"     101";"     168";"       0";"       0";"       0";""
"2883";"3000   ";"71700";"1953JJ00";"      12";"       0";"       1";"";"       8";"       2";"     509";"     131";"     229";"       0";"       0";"       0";""
"2884";"3000   ";"71700";"1954JJ00";"      19";"       0";"       2";"";"      10";"       1";"     415";"      34";"     220";"       0";"       0";"       0";""
"2885";"3000   ";"71700";"1955JJ00";"      13";"       0";"       1";"";"       8";"       0";"     417";"      74";"     189";"       2";"       0";"       2";""
"2886";"3000   ";"71700";"1956JJ00";"      23";"       0";"       0";"";"       8";"       0";"     536";"      97";"     257";"       2";"       0";"       0";""
"2887";"3000   ";"71700";"1957JJ00";"      26";"       0";"       3";"";"      12";"       1";"     423";"      77";"     166";"       2";"       0";"       0";""
"2888";"3000   ";"71700";"1958JJ00";"      15";"       0";"       1";"";"      14";"       0";"     478";"      65";"     196";"       2";"       0";"       0";""
"2889";"3000   ";"71700";"1959JJ00";"      22";"       0";"       0";"";"      16";"       1";"     575";"     124";"     249";"       2";"       1";"       0";""
"2890";"3000   ";"71700";"1960JJ00";"      16";"       0";"       0";"";"       9";"       2";"     603";"     169";"     231";"       0";"       0";"       0";""
"2891";"3000   ";"71700";"1961JJ00";"       9";"       0";"       1";"";"      16";"       0";"     406";"      26";"     190";"       4";"       1";"       0";""
"2892";"3000   ";"71700";"1962JJ00";"      11";"       0";"       1";"";"       8";"       0";"     513";"      80";"     195";"       4";"       1";"       1";""
"2893";"3000   ";"71700";"1963JJ00";"      19";"       0";"       0";"";"      17";"       2";"     600";"     116";"     215";"       0";"       0";"       0";""
"2894";"3000   ";"71700";"1964JJ00";"      17";"       0";"       2";"";"      10";"       1";"     354";"      16";"     120";"       2";"       0";"       1";""
"2895";"3000   ";"71700";"1965JJ00";"      12";"       0";"       0";"";"      15";"       0";"     488";"      43";"     178";"       1";"       0";"       0";""
"2896";"3000   ";"71700";"1966JJ00";"      14";"       0";"       0";"";"      10";"       1";"     585";"      82";"     185";"       3";"       0";"       0";""
"2897";"3000   ";"71700";"1967JJ00";"      16";"       0";"       0";"";"      15";"       2";"     456";"      23";"     152";"       4";"       0";"       1";""
"2898";"3000   ";"71700";"1968JJ00";"      12";"       0";"       1";"";"      10";"       4";"     673";"     103";"     210";"       2";"       0";"       1";""
"2899";"3000   ";"71700";"1969JJ00";"      11";"       0";"       1";"";"      32";"       3";"     756";"      76";"     301";"       3";"       0";"       0";""
"2900";"3000   ";"71700";"1970JJ00";"      11";"       0";"       0";"";"      30";"       1";"     725";"      60";"     341";"       2";"       0";"       0";""
"2901";"3000   ";"71700";"1971JJ00";"      13";"       0";"       0";"";"      27";"       1";"     717";"      23";"     293";"       2";"       0";"       1";""
"2902";"3000   ";"71700";"1972JJ00";"      17";"       1";"       1";"";"      36";"       2";"     767";"      47";"     354";"       1";"       0";"       0";""
"2903";"3000   ";"71700";"1973JJ00";"      13";"       1";"       0";"";"      20";"       1";"     842";"      83";"     394";"       3";"       0";"       2";""
"2904";"3000   ";"71700";"1974JJ00";"       8";"       0";"       0";"";"      23";"       0";"     690";"      24";"     246";"       5";"       0";"       2";""
"2905";"3000   ";"71700";"1975JJ00";"      18";"       0";"       1";"";"      34";"       0";"     836";"      82";"     250";"       2";"       0";"       0";""
"2906";"3000   ";"71700";"1976JJ00";"       9";"       0";"       1";"";"      15";"       2";"     874";"     122";"     249";"       4";"       0";"       0";""
"2907";"3000   ";"71700";"1977JJ00";"       8";"       0";"       0";"";"      25";"       3";"     800";"      20";"     257";"       2";"       0";"       0";""
"2908";"3000   ";"71700";"1978JJ00";"      12";"       0";"       0";"";"      24";"       1";"     958";"      47";"     303";"       3";"       0";"       1";""
"2909";"3000   ";"71700";"1979JJ00";"      10";"       0";"       0";"       0";"      34";"       2";"     793";"      11";"     280";"       3";"       0";"       0";""
"2910";"3000   ";"71700";"1980JJ00";"      13";"       0";"       1";"       0";"      26";"       1";"     822";"       9";"     278";"       1";"       0";"       0";""
"2911";"3000   ";"71700";"1981JJ00";"      16";"       0";"       0";"       0";"      20";"       0";"     836";"       8";"     290";"       2";"       0";"       0";""
"2912";"3000   ";"71700";"1982JJ00";"      11";"       0";"       0";"       0";"      30";"       4";"     887";"       8";"     303";"       5";"       0";"       1";""
"2913";"3000   ";"71700";"1983JJ00";"      22";"       0";"       1";"       0";"      24";"       2";"     991";"      18";"     309";"       2";"       0";"       0";""
"2914";"3000   ";"71700";"1984JJ00";"      19";"       0";"       0";"       0";"      30";"       1";"    1008";"      15";"     302";"       4";"       0";"       0";""
"2915";"3000   ";"71700";"1985JJ00";"       8";"       0";"       0";"       0";"      28";"       1";"    1134";"      16";"     316";"       1";"       0";"       0";""
"2916";"3000   ";"71700";"1986JJ00";"      10";"       0";"       0";"       0";"      32";"       1";"    1216";"      32";"     329";"       2";"       0";"       0";""
"2917";"3000   ";"71700";"1987JJ00";"      13";"       0";"       0";"       1";"      21";"       2";"    1125";"      10";"     274";"       3";"       0";"       1";""
"2918";"3000   ";"71700";"1988JJ00";"      14";"       0";"       0";"       0";"      29";"       3";"    1174";"      10";"     243";"       1";"       0";"       0";""
"2919";"3000   ";"71700";"1989JJ00";"      21";"       0";"       0";"       0";"      38";"       2";"    1359";"      41";"     299";"       1";"       0";"       0";""
"2920";"3000   ";"71700";"1990JJ00";"      14";"       0";"       0";"       0";"      37";"       1";"    1361";"      22";"     322";"       2";"       0";"       1";""
"2921";"3000   ";"71700";"1991JJ00";"       7";"       0";"       0";"       1";"      59";"       3";"    1326";"      17";"     333";"       1";"       0";"       0";""
"2922";"3000   ";"71700";"1992JJ00";"      18";"       0";"       0";"       0";"      52";"       7";"    1252";"      11";"     324";"       0";"       0";"       0";""
"2923";"3000   ";"71700";"1993JJ00";"      13";"       0";"       0";"       1";"      52";"       1";"    1607";"      54";"     489";"       0";"       0";"       0";""
"2924";"3000   ";"71700";"1994JJ00";"      16";"       0";"       0";"       1";"      61";"       4";"    1422";"      16";"     479";"       0";"       0";"       0";""
"2925";"3000   ";"71700";"1995JJ00";"      12";"       0";"       0";"       1";"      60";"       3";"    1616";"      21";"     483";"       1";"       0";"       0";""
"2926";"3000   ";"71700";"1996JJ00";"      18";"       0";"       1";"       0";"      78";"       1";"    1622";"      22";"     571";"       2";"       0";"       0";""
"2927";"3000   ";"71700";"1997JJ00";"      16";"       0";"       1";"       0";"      64";"       2";"    1642";"      16";"     604";"       0";"       0";"       0";""
"2928";"3000   ";"71700";"1998JJ00";"      10";"       0";"       2";"       1";"      82";"       2";"    1642";"      16";"     570";"       1";"       0";"       0";""
"2929";"3000   ";"71700";"1999JJ00";"      18";"       0";"       1";"       0";"      98";"       2";"    1617";"      19";"     561";"       1";"       0";"       1";""
"2930";"3000   ";"71700";"2000JJ00";"       5";"       0";"       0";"       1";"     102";"       4";"    1731";"      26";"     666";"       2";"       0";"       0";""
"2931";"3000   ";"71700";"2001JJ00";"       7";"       0";"       0";"       0";"      79";"       1";"    1585";"       2";"     595";"       2";"       0";"       0";""
"2932";"3000   ";"71700";"2002JJ00";"       6";"       0";"       5";"       0";"     107";"       4";"    1648";"      12";"     556";"       2";"       0";"       0";""
"2933";"3000   ";"71700";"2003JJ00";"       7";"       0";"       2";"       0";"     139";"       2";"    1810";"       7";"     613";"       1";"       1";"       0";""
"2934";"3000   ";"71700";"2004JJ00";"      10";"       0";"       4";"       0";"     122";"       2";"    1659";"      16";"     557";"       3";"       1";"       0";""
"2935";"3000   ";"71700";"2005JJ00";"      14";"       0";"       1";"       0";"     135";"       2";"    1823";"      33";"     596";"       4";"       0";"       3";""
"2936";"3000   ";"71700";"2006JJ00";"      12";"       0";"       2";"       0";"     146";"       3";"    1705";"       7";"     584";"       2";"       1";"       1";""
"2937";"3000   ";"71700";"2007JJ00";"       8";"       0";"       1";"       0";"     137";"       1";"    1675";"       3";"     563";"       1";"       0";"       0";""
"2938";"3000   ";"71700";"2008JJ00";"       7";"       0";"       3";"       0";"     173";"       7";"    1696";"       3";"     598";"       3";"       1";"       2";""
"2939";"3000   ";"71700";"2009JJ00";"      10";"       0";"       0";"       1";"     171";"       6";"    1704";"      11";"     596";"       2";"       0";"       1";""
"2940";"3000   ";"71700";"2010JJ00";"       4";"       0";"       1";"       0";"     184";"       7";"    1533";"       1";"     500";"       2";"       1";"       0";""
"2941";"3000   ";"71700";"2011JJ00";"       3";"       0";"       2";"       0";"     174";"       2";"    1518";"       3";"     494";"       4";"       0";"       3";""
"2942";"3000   ";"71700";"2012JJ00";"       4";"       0";"       2";"       0";"     206";"       3";"    1713";"      10";"     576";"       3";"       0";"       1";""
"2943";"3000   ";"71700";"2013JJ00";"       4";"       0";"       3";"       1";"     324";"       3";"    1405";"      21";"     318";"       2";"       0";"       1";""
"2944";"3000   ";"71700";"2014JJ00";"       2";"       0";"       0";"       1";"     302";"       5";"    1183";"       3";"     257";"       2";"       1";"       0";""
"2945";"3000   ";"71700";"2015JJ00";"       3";"       0";"       1";"       1";"     354";"       2";"    1407";"      24";"     323";"       2";"       0";"       0";""
"2946";"3000   ";"71700";"2016JJ00";"       2";"       0";"       1";"       0";"     297";"       3";"    1268";"      17";"     299";"       2";"       1";"       0";""
"2947";"3000   ";"71700";"2017JJ00";"       1";"       0";"       2";"       0";"     290";"       8";"    1319";"      41";"     292";"       2";"       0";"       0";""
"2948";"3000   ";"71700";"2018JJ00";"       2";"       0";"       1";"       0";"     270";"       4";"    1308";"      97";"     286";"       5";"       0";"       2";""
"2949";"3000   ";"71700";"2019JJ00";"       1";"       0";"       0";"       1";"     287";"       6";"    1211";"      41";"     245";"       4";"       0";"       2";""
"2950";"3000   ";"71700";"2020JJ00";"       6";"       0";"       1";"       0";"     263";"       4";"    1064";"      20";"     245";"       2";"       0";"       0";"    2065"
"2951";"3000   ";"71700";"2021JJ00";"       1";"       0";"       0";"       0";"     269";"       2";"    1043";"       1";"     266";"       4";"       1";"       0";"    2174"
"2952";"3000   ";"71800";"1950JJ00";"       7";"       0";"       0";"";"       6";"       0";"     233";"      32";"     115";"       0";"       0";"       0";""
"2953";"3000   ";"71800";"1951JJ00";"       5";"       0";"       1";"";"       2";"       0";"     314";"      96";"     125";"       0";"       0";"       0";""
"2954";"3000   ";"71800";"1952JJ00";"       5";"       0";"       1";"";"       4";"       0";"     275";"      71";"     111";"       0";"       0";"       0";""
"2955";"3000   ";"71800";"1953JJ00";"       1";"       0";"       1";"";"       5";"       0";"     304";"     105";"     113";"       0";"       0";"       0";""
"2956";"3000   ";"71800";"1954JJ00";"       9";"       0";"       1";"";"       5";"       0";"     259";"      22";"     146";"       3";"       0";"       0";""
"2957";"3000   ";"71800";"1955JJ00";"      10";"       0";"       2";"";"       3";"       0";"     302";"      57";"     153";"       1";"       0";"       1";""
"2958";"3000   ";"71800";"1956JJ00";"       7";"       0";"       0";"";"       5";"       0";"     286";"      75";"     125";"       0";"       0";"       0";""
"2959";"3000   ";"71800";"1957JJ00";"      11";"       0";"       4";"";"       7";"       0";"     287";"      55";"     135";"       1";"       0";"       0";""
"2960";"3000   ";"71800";"1958JJ00";"       2";"       0";"       0";"";"       6";"       0";"     283";"      51";"     109";"       1";"       0";"       0";""
"2961";"3000   ";"71800";"1959JJ00";"       6";"       0";"       0";"";"       3";"       0";"     346";"      80";"     149";"       0";"       0";"       0";""
"2962";"3000   ";"71800";"1960JJ00";"       4";"       0";"       3";"";"       2";"       0";"     332";"      90";"     142";"       1";"       0";"       0";""
"2963";"3000   ";"71800";"1961JJ00";"       7";"       0";"       0";"";"       4";"       0";"     301";"      22";"     164";"       0";"       0";"       0";""
"2964";"3000   ";"71800";"1962JJ00";"       8";"       0";"       0";"";"       9";"       0";"     344";"      77";"     139";"       0";"       0";"       0";""
"2965";"3000   ";"71800";"1963JJ00";"      11";"       0";"       0";"";"       5";"       0";"     439";"      99";"     187";"       1";"       0";"       0";""
"2966";"3000   ";"71800";"1964JJ00";"       5";"       0";"       0";"";"       2";"       3";"     254";"      12";"     123";"       1";"       0";"       0";""
"2967";"3000   ";"71800";"1965JJ00";"       3";"       0";"       0";"";"       4";"       0";"     347";"      21";"     168";"       0";"       0";"       0";""
"2968";"3000   ";"71800";"1966JJ00";"       6";"       0";"       0";"";"       5";"       0";"     397";"      65";"     168";"       0";"       0";"       0";""
"2969";"3000   ";"71800";"1967JJ00";"       4";"       0";"       0";"";"      13";"       1";"     309";"      12";"     136";"       2";"       0";"       0";""
"2970";"3000   ";"71800";"1968JJ00";"      13";"       0";"       1";"";"       8";"       1";"     463";"      68";"     189";"       1";"       0";"       0";""
"2971";"3000   ";"71800";"1969JJ00";"       6";"       0";"       0";"";"      15";"       0";"     554";"      64";"     273";"       1";"       0";"       0";""
"2972";"3000   ";"71800";"1970JJ00";"       2";"       0";"       0";"";"      20";"       1";"     568";"      58";"     290";"       2";"       0";"       0";""
"2973";"3000   ";"71800";"1971JJ00";"       9";"       0";"       1";"";"      28";"       0";"     548";"      19";"     266";"       3";"       0";"       0";""
"2974";"3000   ";"71800";"1972JJ00";"       6";"       0";"       0";"";"      17";"       0";"     577";"      39";"     314";"       3";"       0";"       1";""
"2975";"3000   ";"71800";"1973JJ00";"       4";"       0";"       0";"";"      16";"       0";"     682";"      73";"     360";"       1";"       0";"       0";""
"2976";"3000   ";"71800";"1974JJ00";"       4";"       0";"       0";"";"      13";"       2";"     570";"      31";"     271";"       1";"       0";"       0";""
"2977";"3000   ";"71800";"1975JJ00";"       4";"       0";"       0";"";"      26";"       1";"     574";"      57";"     216";"       1";"       0";"       0";""
"2978";"3000   ";"71800";"1976JJ00";"       3";"       0";"       0";"";"      15";"       0";"     681";"     114";"     229";"       0";"       0";"       0";""
"2979";"3000   ";"71800";"1977JJ00";"       2";"       0";"       0";"";"      20";"       0";"     599";"      14";"     268";"       0";"       0";"       0";""
"2980";"3000   ";"71800";"1978JJ00";"       3";"       0";"       0";"";"      17";"       1";"     679";"      48";"     299";"       1";"       0";"       0";""
"2981";"3000   ";"71800";"1979JJ00";"       9";"       0";"       0";"       0";"      15";"       1";"     635";"      10";"     293";"       0";"       0";"       0";""
"2982";"3000   ";"71800";"1980JJ00";"       6";"       0";"       0";"       0";"      17";"       0";"     608";"       4";"     305";"       2";"       0";"       0";""
"2983";"3000   ";"71800";"1981JJ00";"      15";"       0";"       0";"       0";"      21";"       1";"     663";"       8";"     306";"       2";"       0";"       0";""
"2984";"3000   ";"71800";"1982JJ00";"       9";"       0";"       0";"       0";"      24";"       2";"     751";"      11";"     344";"       2";"       0";"       0";""
"2985";"3000   ";"71800";"1983JJ00";"      12";"       0";"       0";"       0";"      13";"       1";"     772";"      19";"     315";"       2";"       0";"       0";""
"2986";"3000   ";"71800";"1984JJ00";"      10";"       0";"       0";"       0";"      17";"       0";"     833";"      21";"     346";"       0";"       0";"       0";""
"2987";"3000   ";"71800";"1985JJ00";"       5";"       0";"       0";"       0";"      17";"       1";"     836";"      11";"     327";"       0";"       0";"       0";""
"2988";"3000   ";"71800";"1986JJ00";"      11";"       0";"       1";"       0";"      24";"       2";"     852";"      48";"     312";"       1";"       0";"       0";""
"2989";"3000   ";"71800";"1987JJ00";"       8";"       0";"       0";"       0";"      17";"       3";"     835";"      15";"     305";"       1";"       0";"       0";""
"2990";"3000   ";"71800";"1988JJ00";"       7";"       0";"       0";"       0";"      18";"       1";"     816";"       1";"     263";"       0";"       0";"       0";""
"2991";"3000   ";"71800";"1989JJ00";"       9";"       0";"       0";"       0";"      27";"       0";"    1011";"      37";"     329";"       0";"       0";"       0";""
"2992";"3000   ";"71800";"1990JJ00";"      13";"       0";"       0";"       0";"      34";"       1";"    1024";"      28";"     346";"       0";"       0";"       0";""
"2993";"3000   ";"71800";"1991JJ00";"       7";"       0";"       1";"       0";"      35";"       2";"    1018";"      10";"     368";"       0";"       0";"       0";""
"2994";"3000   ";"71800";"1992JJ00";"      11";"       0";"       0";"       0";"      46";"       2";"     897";"       6";"     329";"       0";"       0";"       0";""
"2995";"3000   ";"71800";"1993JJ00";"      16";"       0";"       0";"       0";"      58";"       2";"    1303";"      57";"     481";"       0";"       0";"       0";""
"2996";"3000   ";"71800";"1994JJ00";"       9";"       0";"       0";"       0";"      45";"       3";"    1119";"      10";"     453";"       0";"       0";"       0";""
"2997";"3000   ";"71800";"1995JJ00";"       9";"       0";"       0";"       0";"      43";"       0";"    1165";"      24";"     494";"       0";"       0";"       0";""
"2998";"3000   ";"71800";"1996JJ00";"      10";"       0";"       0";"       0";"      58";"       2";"    1254";"      11";"     523";"       1";"       0";"       0";""
"2999";"3000   ";"71800";"1997JJ00";"       9";"       0";"       1";"       0";"      49";"       1";"    1210";"      16";"     538";"       0";"       0";"       0";""
"3000";"3000   ";"71800";"1998JJ00";"      12";"       0";"       0";"       0";"      52";"       4";"    1321";"      21";"     545";"       3";"       0";"       1";""
"3001";"3000   ";"71800";"1999JJ00";"       6";"       2";"       0";"       0";"      77";"       1";"    1371";"      22";"     639";"       0";"       0";"       0";""
"3002";"3000   ";"71800";"2000JJ00";"       3";"       0";"       1";"       0";"      75";"       1";"    1420";"      25";"     667";"       1";"       0";"       0";""
